horse_idx,layer_idx,panda-panda_joint1,panda-panda_joint2,panda-panda_joint3,panda-panda_joint4,panda-panda_joint5,panda-panda_joint6,panda-panda_joint7
3,43,0.4881720515955348,-1.2159336892506776,-0.5820470037656302,-2.8397368883017804,-2.2893217458419493,2.688181734571162,2.5349453720209367
3,44,0.494880603998914,-1.221850189646927,-0.5900456034667592,-2.84638181913379,-2.32078203704457,2.703537055586239,2.5589879797304023
3,45,0.5007949496396626,-1.2270662521031757,-0.5970972713125133,-2.852240075183125,-2.3485178323313707,2.7170745030782,2.5801842503337413
3,46,0.5057410553711621,-1.2314283908718267,-0.6029945077723189,-2.857139273772834,-2.371712989389925,2.728395729583554,2.59791047093121
3,47,0.5102876689689368,-1.2354382039485312,-0.6084154301975491,-2.86164276887289,-2.39303469624575,2.738802551670861,2.6142049619875456
3,48,0.5124916504167112,-1.2373819701032853,-0.6110432348697735,-2.8638258485292583,-2.403370442914022,2.743847282725627,2.622103754180194
3,49,0.514706323220046,-1.23933516532792,-0.6136837868335516,-2.8660195181480987,-2.4137563275463516,2.748916485408077,2.6300408628459286
3,50,0.5169109980078029,-1.2412795429627725,-0.6163124181742798,-2.8682032845690544,-2.4240953256877353,2.753962803460658,2.637942139881835
3,51,0.5191202813853281,-1.2432279850695926,-0.6189465443315534,-2.8703916158735203,-2.434455936178165,2.7590196701936485,2.6458599335235933
3,52,0.521308384088087,-1.2451577472193802,-0.6215554167934442,-2.8725589673733527,-2.4447172182060677,2.7640280561157584,2.6537018182920504
3,53,0.521308384088087,-1.2451577472193802,-0.6215554167934442,-2.8725589673733527,-2.4447172182060677,2.7640280561157584,2.6537018182920504
3,54,0.521308384088087,-1.2451577472193802,-0.6215554167934442,-2.8725589673733527,-2.4447172182060677,2.7640280561157584,2.6537018182920504
3,55,0.521308384088087,-1.2451577472193802,-0.6215554167934442,-2.8725589673733527,-2.4447172182060677,2.7640280561157584,2.6537018182920504
3,56,0.521308384088087,-1.2451577472193802,-0.6215554167934442,-2.8725589673733527,-2.4447172182060677,2.7640280561157584,2.6537018182920504
3,57,0.521308384088087,-1.2451577472193802,-0.6215554167934442,-2.8725589673733527,-2.4447172182060677,2.7640280561157584,2.6537018182920504
3,58,0.521308384088087,-1.2451577472193802,-0.6215554167934442,-2.8725589673733527,-2.4447172182060677,2.7640280561157584,2.6537018182920504
3,59,0.521308384088087,-1.2451577472193802,-0.6215554167934442,-2.8725589673733527,-2.4447172182060677,2.7640280561157584,2.6537018182920504
3,60,0.521308384088087,-1.2451577472193802,-0.6215554167934442,-2.8725589673733527,-2.4447172182060677,2.7640280561157584,2.6537018182920504
