horse_idx,layer_idx,sawyer-right_j0,sawyer-right_j1,sawyer-right_j2,sawyer-right_j3,sawyer-right_j4,sawyer-right_j5,sawyer-right_j6
11,250,-0.5646005026766705,0.5897562836586095,-1.506668407537915,1.3542328529853562,-2.646471101715802,1.981986278680671,-0.014201542202546111
11,251,-0.57349364795365,0.590222498139944,-1.5127193667520185,1.345817282403276,-2.646029885535746,1.9805923977472983,-0.01369085072556843
11,252,-0.582369968063082,0.5906534371376253,-1.518781758732346,1.337356070544497,-2.645574722395747,1.9791358456527408,-0.013202116508530702
11,253,-0.5912296417267628,0.5910481147310233,-1.5248543019719385,1.3288486862213962,-2.645106580649539,1.9776173529871424,-0.01273598624800825
11,254,-0.6000721993097278,0.5914051083161769,-1.5309346745161838,1.3202952160664614,-2.644627151853135,1.9760379950747473,-0.012293466136436993
11,255,-0.6088973849176932,0.591723644156545,-1.5370217129822266,1.311695605847036,-2.644137896541733,1.9743980277433322,-0.011875726684255013
11,256,-0.6177053195557781,0.5920029954047853,-1.5431145156038593,1.3030492987827411,-2.6436399353099924,1.9726977112756992,-0.011483665120146569
11,257,-0.6264963321741165,0.5922427239001223,-1.5492126485992348,1.2943556361704585,-2.6431340152048226,1.9709372505250315,-0.011117933264189592
11,258,-0.6352699577452608,0.5924412581777811,-1.5553133907951544,1.2856145133282555,-2.642621703794226,1.9691180244445452,-0.010779246277395146
11,259,-0.6440259819067561,0.5925981289736142,-1.5614158385812917,1.2768257657695905,-2.642104294788978,1.9672400562334342,-0.010468696702163613
11,260,-0.6527645592725219,0.5927126567532187,-1.5675190448322758,1.2679886584335514,-2.641582774208847,1.965303579392753,-0.010187050796209574
11,261,-0.6614850927738788,0.5927830870420405,-1.5736198784000468,1.259103010286801,-2.6410590623217742,1.9633100659804983,-0.009935129824497122
11,262,-0.6701873734947029,0.5928090112350412,-1.5797174202659927,1.2501684588838866,-2.640534617883714,1.9612593003246064,-0.00971417814470727
11,263,-0.6788716366424589,0.5927897843705006,-1.5858107583904604,1.2411840153169458,-2.6400104696875752,1.959151371447589,-0.009524983800221693
11,264,-0.6875378646969532,0.5927244451392235,-1.5918982179710013,1.2321489930986143,-2.639487896864769,1.9569870066716761,-0.009368179813982951
11,265,-0.6961859874745955,0.5926123673977187,-1.5979784978819422,1.2230628179251204,-2.6389681122931927,1.9547665239720164,-0.009244551326582686
11,266,-0.7048158472718374,0.5924526102640926,-1.6040497727638388,1.2139248562812648,-2.6384525075586187,1.9524905251408657,-0.009154845389400926
11,267,-0.7134274690776404,0.5922445688608268,-1.6101108186907633,1.2047343106017014,-2.637942405634533,1.95015914061452,-0.009099934653930875
11,268,-0.7220208759828362,0.591987412532199,-1.6161600604457722,1.1954903213024453,-2.6374392168302836,1.9477727964251068,-0.009080576935975847
11,269,-0.7305963052667552,0.5916807285239684,-1.6221966524938827,1.1861918861604512,-2.636944139301988,1.9453314070148402,-0.009097598217518101
11,270,-0.7391541651027571,0.5913241491704063,-1.6282199342651578,1.1768378641878023,-2.636458157574471,1.9428349129560378,-0.009151643668761231
